Platform,Product_ID,Product_Category,Product_Subcategory,Product_Price,Discount_%,Stock_Count,Review_ID,Seller_ID,Rating,Review_Text,Review_Length,Sentiment_Score,Verified_Purchase,Delivery_Days,Return_Requested,Damage_Reported,Complaint_Type,IP_Address,Device_Fingerprint,Review_Timestamp,IP_Review_Frequency,Device_Reuse_Count,Burst_Review_Flag,Fraud_Label
Facebook Marketplace,P2720,Electronics,Earbuds,86894,18,191,R2346,S1168,4,Very satisfied with the purchase,5,-0.062,Yes,8,Yes,No,,192.168.32.186,DEV-2740,24-08-2025 15:18,5,23,No,Genuine
Telegram,P1562,Electronics,Speaker,105593,7,13,R2347,S565,4,Highly recommend this seller,4,-0.904,No,10,No,No,,192.168.30.177,DEV-9951,03-02-2026 15:47,22,4,No,Genuine
Telegram,P2525,Lighting,Chandelier,65116,76,289,R2348,S191,1,Received wrong item,3,0.579,Yes,1,Yes,No,Wrong Item,192.168.218.25,DEV-7926,21-08-2025 00:07,5,10,No,Complaint
Meesho,P331,Kitchen,Utensil Holder,56220,54,49,R2349,S211,4,Worth the price and good packaging,6,0.37,No,6,Yes,No,,192.168.240.25,DEV-1488,25-10-2025 16:02,34,24,No,Genuine
OLX,P2271,Home Decor,Clock,89211,6,130,R2350,S1277,4,Worth the price and good packaging,6,0.423,No,16,Yes,No,,192.168.3.17,DEV-4776,05-02-2026 21:52,13,3,No,Genuine
OLX,P265,Storage,Drawer Unit,113657,57,47,R2351,S917,3,Super product awesome awesome,4,-0.644,Yes,10,No,No,,192.168.239.214,DEV-5324,21-01-2026 16:26,40,9,No,Genuine
OLX,P2073,Home Decor,Mirror,47865,14,306,R2352,S1173,1,Very disappointed with the product,5,-0.727,No,8,Yes,Yes,Damaged Product,10.0.0.5,DEV-3193,05-01-2026 12:37,29,25,Yes,Complaint
YouTube Live,P2857,Electronics,Power Bank,7491,73,167,R2353,S1183,3,Received wrong item,3,0.012,Yes,20,No,No,Wrong Item,192.168.135.101,DEV-5558,26-11-2025 01:25,35,6,No,Complaint
WhatsApp Business,P988,Bedding,Bedsheet,15660,20,160,R2354,S1328,3,Received wrong item,3,0.204,Yes,12,Yes,No,Missing Parts,10.0.0.5,DEV-6939,16-10-2025 03:45,16,6,Yes,Complaint
Telegram,P1928,Lighting,Lamp,66391,32,312,R2355,S1014,2,Received wrong item,3,-0.361,Yes,11,Yes,Yes,Damaged Product,10.0.0.2,DEV-3411,17-11-2025 19:08,16,9,Yes,Complaint
Facebook Marketplace,P394,Storage,Organizer Box,74871,49,408,R2356,S989,5,Worth the price and good packaging,6,-0.348,No,6,Yes,No,,192.168.114.191,DEV-1311,22-02-2026 19:21,27,23,No,Genuine
Meesho,P2830,Lighting,LED Strip,94728,71,22,R2357,S625,5,Very satisfied with the purchase,5,0.226,No,2,No,No,,192.168.81.194,DEV-4066,17-10-2025 06:49,23,17,No,Genuine
YouTube Live,P737,Bedding,Curtain,113977,62,11,R2358,S877,2,Battery drains quickly,3,0.903,Yes,13,Yes,No,Poor Quality,10.0.0.1,DEV-7016,22-10-2025 02:38,35,5,Yes,Complaint
Facebook Marketplace,P1713,Home Decor,Mirror,92932,15,497,R2359,S838,4,Product matches description perfectly,4,0.698,Yes,3,No,No,,10.0.0.2,DEV-8360,18-02-2026 09:17,14,10,Yes,Genuine
WhatsApp Business,P1170,Kitchen,Spice Rack,44532,53,435,R2360,S1430,5,Highly recommend this seller,4,0.393,No,7,No,No,,10.0.0.4,DEV-9800,08-09-2025 05:52,1,17,Yes,Fake
Instagram,P2828,Electronics,Smartwatch,32828,69,94,R2361,S1106,5,Highly recommend this seller,4,0.477,Yes,6,Yes,No,,192.168.114.199,DEV-6408,15-09-2025 09:28,24,7,No,Genuine
YouTube Live,P1594,Lighting,LED Strip,43838,19,81,R2362,S1283,3,Item arrived damaged,3,0.879,Yes,1,Yes,No,Color Mismatch,192.168.208.131,DEV-5404,10-01-2026 09:49,38,19,No,Complaint
Quikr,P500,Home Decor,Showpiece,7755,62,38,R2363,S1145,4,Excellent quality and fast delivery,5,0.832,No,19,Yes,No,,192.168.134.174,DEV-2216,13-02-2026 20:12,25,22,No,Genuine
Telegram,P2125,Storage,Organizer Box,81086,23,36,R2364,S781,2,Super product awesome awesome,4,-0.971,Yes,16,Yes,No,,192.168.253.54,DEV-1937,29-11-2025 22:03,27,21,No,Genuine
Telegram,P2597,Furniture,Dining Table,49662,47,333,R2365,S1333,4,Very satisfied with the purchase,5,-0.368,Yes,19,No,No,,192.168.37.71,DEV-4510,03-11-2025 02:36,11,18,No,Genuine
Instagram,P2775,Bedding,Blanket,100245,8,268,R2366,S141,1,Received wrong item,3,-0.801,Yes,7,Yes,No,Late Delivery,192.168.13.125,DEV-7782,25-08-2025 02:50,2,17,No,Complaint
OLX,P2288,Storage,Drawer Unit,37813,38,400,R2367,S558,2,Item arrived damaged,3,0.559,Yes,6,Yes,No,Missing Parts,192.168.253.253,DEV-7826,11-12-2025 22:52,36,8,No,Complaint
WhatsApp Business,P2930,Bedding,Bedsheet,89946,69,28,R2368,S624,2,100% trusted seller highly recommend,5,0.397,Yes,19,Yes,No,,192.168.249.168,DEV-7157,24-08-2025 15:41,17,6,No,Genuine
WhatsApp Business,P2275,Furniture,Coffee Table,99815,9,33,R2369,S1077,4,Product matches description perfectly,4,-0.075,Yes,8,Yes,No,,10.0.0.4,DEV-6845,19-09-2025 19:31,20,13,Yes,Genuine
Instagram,P890,Furniture,Bed,90220,32,54,R2370,S273,1,Battery drains quickly,3,-0.773,Yes,10,Yes,No,Missing Parts,10.0.0.2,DEV-3302,31-08-2025 10:57,21,17,Yes,Complaint
WhatsApp Business,P326,Bedding,Cushion,80389,26,12,R2371,S849,2,"Not as described, poor quality",5,-0.767,No,5,Yes,No,Late Delivery,192.168.85.202,DEV-2465,09-08-2025 20:44,37,4,No,Complaint
Instagram,P2355,Lighting,Chandelier,12996,10,9,R2372,S143,4,Highly recommend this seller,4,0.318,Yes,11,Yes,No,,10.0.0.2,DEV-3557,18-12-2025 07:19,35,21,Yes,Genuine
Instagram,P308,Home Decor,Vase,4492,27,15,R2373,S1159,5,Excellent quality and fast delivery,5,0.665,No,1,Yes,No,,192.168.141.198,DEV-7349,28-01-2026 07:15,16,13,No,Genuine
Instagram,P1907,Kitchen,Storage Jar,117541,67,80,R2374,S75,3,Very disappointed with the product,5,0.392,Yes,14,Yes,No,Poor Quality,192.168.179.117,DEV-4948,13-12-2025 23:51,24,1,No,Complaint
WhatsApp Business,P1648,Storage,Organizer Box,55509,21,166,R2375,S140,1,Battery drains quickly,3,-0.456,Yes,16,Yes,No,Fake Product,10.0.0.3,DEV-2222,27-10-2025 06:08,7,7,Yes,Complaint
Telegram,P2694,Home Decor,Wall Art,77852,55,226,R2376,S416,1,"Not as described, poor quality",5,0.951,No,10,Yes,No,Wrong Item,10.0.0.2,DEV-6537,04-08-2025 19:54,27,14,Yes,Complaint
OLX,P979,Home Decor,Showpiece,6838,33,407,R2377,S787,2,100% trusted seller highly recommend,5,-0.039,Yes,8,Yes,No,,192.168.163.9,DEV-1191,17-02-2026 05:14,36,10,No,Genuine
WhatsApp Business,P1606,Home Decor,Vase,64281,51,22,R2378,S190,3,Battery drains quickly,3,-0.518,Yes,9,No,No,Color Mismatch,192.168.9.115,DEV-5188,15-10-2025 12:24,24,17,No,Complaint
Meesho,P1592,Electronics,Smartwatch,84557,25,30,R2379,S201,5,Excellent quality and fast delivery,5,0.526,Yes,5,Yes,No,,10.0.0.1,DEV-7148,23-10-2025 13:36,7,20,Yes,Genuine
Instagram,P1663,Storage,Organizer Box,110803,19,436,R2380,S997,3,Received wrong item,3,0.938,Yes,19,Yes,No,Late Delivery,192.168.236.242,DEV-6805,19-02-2026 16:22,18,13,No,Complaint
WhatsApp Business,P1604,Storage,Organizer Box,87053,23,344,R2381,S1306,5,Product matches description perfectly,4,0.983,No,12,No,No,,192.168.255.84,DEV-1166,06-01-2026 12:34,1,9,No,Genuine
YouTube Live,P330,Furniture,Bed,50560,48,116,R2382,S583,4,Worth the price and good packaging,6,0.504,Yes,9,No,No,,192.168.240.58,DEV-8173,11-11-2025 17:26,22,7,No,Genuine
WhatsApp Business,P1215,Lighting,LED Strip,46847,6,490,R2383,S1147,1,Item arrived damaged,3,0.256,Yes,14,Yes,No,Late Delivery,192.168.179.156,DEV-8708,18-12-2025 00:03,21,14,No,Complaint
Meesho,P554,Electronics,Power Bank,90468,22,303,R2384,S521,2,Very disappointed with the product,5,-0.924,Yes,19,Yes,No,Color Mismatch,192.168.81.133,DEV-6298,06-02-2026 15:38,34,4,No,Complaint
Meesho,P2908,Kitchen,Utensil Holder,39245,61,21,R2385,S309,2,Very disappointed with the product,5,-0.121,Yes,16,Yes,No,Color Mismatch,10.0.0.4,DEV-1208,28-12-2025 08:08,12,12,Yes,Complaint
Facebook Marketplace,P1375,Lighting,Chandelier,86904,15,96,R2386,S522,1,Received wrong item,3,-0.627,Yes,18,Yes,No,Missing Parts,10.0.0.5,DEV-6675,10-11-2025 08:48,5,16,Yes,Complaint
OLX,P1090,Storage,Organizer Box,12911,54,126,R2387,S920,5,Excellent quality and fast delivery,5,-0.298,No,18,Yes,No,,192.168.228.96,DEV-4345,12-12-2025 08:43,40,24,No,Genuine
Quikr,P2534,Storage,Organizer Box,3747,74,83,R2388,S1199,4,Product matches description perfectly,4,-0.132,Yes,5,Yes,No,,192.168.195.145,DEV-7331,18-11-2025 03:44,27,16,No,Genuine
Quikr,P1064,Kitchen,Utensil Holder,107332,50,195,R2389,S348,3,Battery drains quickly,3,-0.477,No,2,Yes,No,Late Delivery,192.168.156.126,DEV-3543,20-10-2025 14:36,30,1,No,Complaint
Facebook Marketplace,P2108,Kitchen,Storage Jar,1385,23,266,R2390,S706,3,"Not as described, poor quality",5,-0.523,Yes,11,No,Yes,Damaged Product,10.0.0.2,DEV-4041,14-08-2025 03:14,27,11,Yes,Complaint
WhatsApp Business,P2199,Electronics,Smartphone,113166,77,405,R2391,S1084,1,Item arrived damaged,3,0.06,Yes,20,Yes,No,Poor Quality,192.168.21.173,DEV-4190,21-02-2026 18:55,28,16,No,Complaint
Telegram,P62,Storage,Drawer Unit,71245,33,415,R2392,S109,2,100% trusted seller highly recommend,5,-0.963,No,16,Yes,No,,192.168.205.72,DEV-2067,13-01-2026 12:01,2,11,No,Genuine
Instagram,P2006,Furniture,Coffee Table,60356,9,308,R2393,S725,4,Product matches description perfectly,4,0.943,No,12,No,No,,10.0.0.4,DEV-2906,06-11-2025 15:21,16,17,Yes,Genuine
YouTube Live,P1778,Kitchen,Storage Jar,72691,44,125,R2394,S239,3,Received wrong item,3,-0.009,No,20,No,No,Poor Quality,192.168.193.92,DEV-7700,06-12-2025 19:05,11,23,No,Complaint
YouTube Live,P895,Home Decor,Clock,30231,67,387,R2395,S88,2,Battery drains quickly,3,0.334,Yes,11,Yes,Yes,Damaged Product,192.168.164.55,DEV-5350,04-02-2026 09:25,15,10,No,Complaint
Telegram,P87,Kitchen,Spice Rack,68242,34,76,R2396,S1183,5,Worth the price and good packaging,6,-0.231,Yes,14,Yes,No,,192.168.44.52,DEV-8713,24-02-2026 14:01,11,22,No,Genuine
Meesho,P763,Electronics,Earbuds,56367,35,226,R2397,S513,2,Item arrived damaged,3,0.068,Yes,7,Yes,No,Missing Parts,192.168.134.98,DEV-5706,30-01-2026 23:00,13,12,No,Complaint
YouTube Live,P2932,Furniture,Wardrobe,98553,76,73,R2398,S848,1,Very disappointed with the product,5,0.481,No,15,Yes,Yes,Damaged Product,192.168.87.12,DEV-8294,14-12-2025 15:54,17,15,No,Complaint
YouTube Live,P938,Storage,Shoe Rack,41199,20,143,R2399,S663,3,"Not as described, poor quality",5,-0.096,Yes,3,Yes,No,Color Mismatch,192.168.167.90,DEV-7627,03-10-2025 18:33,15,16,No,Complaint
Instagram,P57,Bedding,Cushion,29606,75,99,R2400,S93,1,Battery drains quickly,3,0.336,No,17,Yes,No,Fake Product,192.168.53.207,DEV-7119,22-09-2025 10:23,1,17,No,Complaint
Instagram,P2777,Electronics,Smartwatch,117880,13,260,R2401,S1401,5,Excellent quality and fast delivery,5,0.502,Yes,10,No,No,,192.168.94.87,DEV-8081,03-02-2026 09:44,30,7,No,Genuine
Meesho,P2837,Kitchen,Storage Jar,106668,74,234,R2402,S446,4,Very satisfied with the purchase,5,-0.844,Yes,3,Yes,No,,10.0.0.2,DEV-3485,15-12-2025 22:55,34,24,Yes,Genuine
Instagram,P1252,Lighting,Lamp,85488,34,1,R2403,S1316,5,Very satisfied with the purchase,5,-0.446,Yes,3,No,No,,192.168.211.130,DEV-4029,06-09-2025 12:28,13,18,No,Genuine
Quikr,P2274,Electronics,Smartphone,26968,34,474,R2404,S1492,4,Very satisfied with the purchase,5,0.776,Yes,16,Yes,No,,192.168.186.176,DEV-4400,21-12-2025 18:54,24,23,No,Genuine
Telegram,P140,Home Decor,Wall Art,26527,55,249,R2405,S130,4,Excellent quality and fast delivery,5,0.303,Yes,17,No,No,,10.0.0.4,DEV-9537,14-09-2025 14:27,26,1,Yes,Genuine
Facebook Marketplace,P2093,Kitchen,Spice Rack,78661,6,241,R2406,S328,4,Product matches description perfectly,4,0.062,Yes,1,No,No,,192.168.127.45,DEV-7839,05-09-2025 05:55,35,3,No,Genuine
Facebook Marketplace,P2176,Bedding,Curtain,58526,33,308,R2407,S1328,5,Product matches description perfectly,4,0.811,Yes,2,Yes,No,,192.168.94.229,DEV-9468,23-01-2026 04:34,18,14,No,Genuine
OLX,P1024,Bedding,Cushion,32423,58,302,R2408,S1058,2,Item arrived damaged,3,-0.915,Yes,10,Yes,No,Battery Issue,192.168.212.50,DEV-2400,26-10-2025 06:14,28,22,No,Complaint
Facebook Marketplace,P947,Furniture,Wardrobe,65612,75,15,R2409,S133,5,Product matches description perfectly,4,-0.229,Yes,3,No,No,,192.168.39.77,DEV-1014,26-11-2025 07:56,19,15,No,Genuine
WhatsApp Business,P650,Furniture,Coffee Table,26717,58,65,R2410,S584,5,Worth the price and good packaging,6,-0.385,No,13,Yes,No,,10.0.0.4,DEV-9921,08-08-2025 19:11,28,23,Yes,Fake
WhatsApp Business,P1965,Home Decor,Mirror,104864,62,235,R2411,S835,1,Item arrived damaged,3,0.222,No,3,Yes,No,Color Mismatch,192.168.208.25,DEV-7990,19-10-2025 07:34,31,10,No,Complaint
WhatsApp Business,P2860,Kitchen,Utensil Holder,72229,37,329,R2412,S450,4,Worth the price and good packaging,6,0.863,Yes,8,No,No,,192.168.190.213,DEV-2402,26-08-2025 14:59,18,12,No,Genuine
Telegram,P1404,Kitchen,Spice Rack,63432,68,455,R2413,S1075,3,Battery drains quickly,3,-0.447,No,17,Yes,No,Wrong Item,192.168.98.225,DEV-5778,05-11-2025 16:12,35,19,No,Complaint
Facebook Marketplace,P779,Electronics,Speaker,116520,53,19,R2414,S578,2,"Not as described, poor quality",5,-0.351,Yes,12,Yes,No,Fake Product,192.168.199.254,DEV-2019,01-01-2026 17:01,8,16,No,Complaint
Facebook Marketplace,P2531,Lighting,Lamp,119986,55,388,R2415,S223,1,Received wrong item,3,0.442,Yes,6,Yes,No,Battery Issue,192.168.1.114,DEV-9321,16-02-2026 00:32,20,7,No,Complaint
YouTube Live,P1047,Furniture,Bed,57584,75,480,R2416,S20,5,Worth the price and good packaging,6,-0.362,Yes,1,No,No,,192.168.52.236,DEV-1050,30-08-2025 16:37,33,7,No,Genuine
Telegram,P2779,Furniture,Bed,17064,43,16,R2417,S341,4,Product matches description perfectly,4,0.176,Yes,12,Yes,No,,10.0.0.4,DEV-7119,17-09-2025 01:35,24,12,Yes,Genuine
OLX,P1945,Lighting,Ceiling Light,28111,24,284,R2418,S146,1,Very disappointed with the product,5,0.568,No,2,Yes,No,Missing Parts,192.168.172.161,DEV-8845,12-12-2025 18:23,34,23,No,Complaint
Meesho,P475,Furniture,Coffee Table,53348,5,398,R2419,S59,4,Worth the price and good packaging,6,0.656,No,3,No,No,,10.0.0.1,DEV-8217,12-10-2025 11:53,26,1,Yes,Genuine
Facebook Marketplace,P1202,Lighting,LED Strip,49662,64,359,R2420,S1209,1,Best best best must buy,5,-0.413,Yes,13,Yes,No,,192.168.231.168,DEV-8506,29-10-2025 06:25,24,9,No,Genuine
Quikr,P69,Kitchen,Utensil Holder,25274,39,396,R2421,S370,4,Excellent quality and fast delivery,5,-0.255,Yes,17,Yes,No,,192.168.158.222,DEV-7557,12-10-2025 23:15,4,18,No,Genuine
WhatsApp Business,P2105,Kitchen,Spice Rack,68133,76,18,R2422,S591,1,Very disappointed with the product,5,-0.614,Yes,10,Yes,No,Fake Product,192.168.133.170,DEV-2725,08-01-2026 00:07,25,4,No,Complaint
Telegram,P1844,Bedding,Bedsheet,113801,26,80,R2423,S1342,5,Very satisfied with the purchase,5,0.758,No,10,Yes,No,,192.168.35.83,DEV-2388,17-12-2025 10:58,18,23,No,Genuine
OLX,P1354,Electronics,Power Bank,79815,8,470,R2424,S84,4,Very satisfied with the purchase,5,-0.315,No,18,No,No,,10.0.0.2,DEV-1940,11-10-2025 08:35,14,14,Yes,Genuine
OLX,P1830,Electronics,Speaker,26263,61,357,R2425,S151,3,Very disappointed with the product,5,-0.43,Yes,13,No,Yes,Damaged Product,192.168.194.249,DEV-6919,15-12-2025 20:15,9,24,No,Complaint
Facebook Marketplace,P1112,Electronics,Speaker,50504,66,111,R2426,S959,1,Received wrong item,3,-0.373,No,19,Yes,No,Color Mismatch,192.168.67.15,DEV-6009,28-10-2025 12:13,17,22,No,Complaint
Instagram,P669,Bedding,Cushion,118547,43,104,R2427,S1147,5,Very satisfied with the purchase,5,-0.246,No,13,No,No,,192.168.120.198,DEV-7338,03-09-2025 00:20,18,25,No,Genuine
Quikr,P2074,Bedding,Blanket,79273,6,265,R2428,S981,5,Worth the price and good packaging,6,-0.536,Yes,10,Yes,No,,192.168.122.165,DEV-1625,15-11-2025 09:58,40,2,No,Genuine
Meesho,P1193,Lighting,Ceiling Light,36847,28,234,R2429,S110,4,Very satisfied with the purchase,5,-0.275,No,11,Yes,No,,192.168.210.32,DEV-1997,28-10-2025 16:02,17,15,No,Genuine
Facebook Marketplace,P2252,Kitchen,Spice Rack,118897,12,233,R2430,S651,1,Battery drains quickly,3,-0.752,No,13,Yes,No,Battery Issue,192.168.122.229,DEV-9947,28-12-2025 00:00,36,1,No,Complaint
Telegram,P1287,Kitchen,Utensil Holder,78724,19,346,R2431,S39,5,Product matches description perfectly,4,0.07,No,15,Yes,No,,192.168.240.183,DEV-1481,19-01-2026 14:00,13,19,No,Genuine
Telegram,P2461,Storage,Organizer Box,42545,55,495,R2432,S926,5,Worth the price and good packaging,6,0.383,No,13,Yes,No,,10.0.0.4,DEV-8903,02-02-2026 21:06,34,13,Yes,Fake
Facebook Marketplace,P1665,Kitchen,Utensil Holder,57924,72,210,R2433,S144,4,Very satisfied with the purchase,5,0.591,No,7,Yes,No,,10.0.0.2,DEV-3333,30-09-2025 23:41,9,10,Yes,Genuine
Quikr,P1242,Furniture,Coffee Table,33443,56,203,R2434,S751,3,Received wrong item,3,-0.939,No,8,No,No,Missing Parts,192.168.127.131,DEV-6512,14-11-2025 16:49,7,5,No,Complaint
WhatsApp Business,P2674,Kitchen,Spice Rack,22632,11,463,R2435,S1108,1,Item arrived damaged,3,0.728,Yes,9,Yes,Yes,Damaged Product,192.168.83.4,DEV-1386,29-12-2025 23:32,2,12,No,Complaint
Telegram,P1579,Lighting,Lamp,38158,50,204,R2436,S1075,4,Highly recommend this seller,4,-0.162,Yes,2,Yes,No,,192.168.111.96,DEV-2465,04-11-2025 04:32,9,10,No,Genuine
Instagram,P1116,Furniture,Dining Table,83827,63,167,R2437,S1053,3,Received wrong item,3,-0.154,No,3,Yes,No,Wrong Item,192.168.101.123,DEV-4706,02-12-2025 06:22,22,14,No,Complaint
Meesho,P634,Furniture,Sofa,72574,39,131,R2438,S657,4,Worth the price and good packaging,6,0.926,Yes,14,Yes,No,,192.168.186.27,DEV-7789,16-11-2025 20:34,5,1,No,Genuine
Telegram,P319,Bedding,Cushion,8557,67,454,R2439,S504,2,"Not as described, poor quality",5,0.653,Yes,9,Yes,No,Color Mismatch,192.168.219.189,DEV-6931,16-11-2025 19:41,28,24,No,Complaint
WhatsApp Business,P523,Electronics,Smartphone,29185,74,143,R2440,S843,4,Very satisfied with the purchase,5,-0.129,No,2,Yes,No,,192.168.88.58,DEV-5916,12-12-2025 18:36,22,7,No,Genuine
OLX,P2624,Lighting,Chandelier,45238,60,64,R2441,S1092,4,Excellent quality and fast delivery,5,-0.007,Yes,8,No,No,,192.168.232.170,DEV-2195,30-11-2025 03:19,17,25,No,Genuine
Instagram,P1898,Storage,Shoe Rack,81359,16,257,R2442,S650,1,Battery drains quickly,3,0.769,Yes,9,Yes,No,Poor Quality,10.0.0.3,DEV-6165,21-11-2025 04:37,27,23,Yes,Complaint
OLX,P320,Home Decor,Wall Art,52927,7,338,R2443,S1285,4,Excellent quality and fast delivery,5,-0.809,No,19,No,No,,10.0.0.4,DEV-3548,30-10-2025 19:09,16,1,Yes,Genuine
Telegram,P487,Lighting,LED Strip,49921,44,116,R2444,S1221,3,Item arrived damaged,3,0.094,No,9,Yes,No,Fake Product,10.0.0.2,DEV-4452,19-01-2026 03:55,37,12,Yes,Complaint
Instagram,P1935,Bedding,Blanket,32142,6,450,R2445,S701,2,Very disappointed with the product,5,-0.52,No,7,Yes,No,Late Delivery,192.168.81.198,DEV-3329,18-02-2026 03:35,22,22,No,Complaint
OLX,P2905,Lighting,LED Strip,95304,53,419,R2446,S303,5,Product matches description perfectly,4,0.214,No,13,No,No,,192.168.226.112,DEV-4759,30-11-2025 20:04,39,19,No,Genuine
Meesho,P851,Furniture,Sofa,76105,49,40,R2447,S1105,5,Highly recommend this seller,4,-0.293,No,18,No,No,,192.168.95.7,DEV-6572,04-09-2025 16:36,12,24,No,Genuine
Telegram,P2474,Kitchen,Utensil Holder,26327,6,349,R2448,S146,5,Highly recommend this seller,4,0.125,No,19,No,No,,192.168.9.230,DEV-5789,25-10-2025 23:09,27,6,No,Genuine
OLX,P2781,Storage,Shoe Rack,84229,64,1,R2449,S429,2,Very disappointed with the product,5,0.879,No,12,Yes,No,Missing Parts,192.168.168.27,DEV-1522,10-01-2026 04:10,3,16,No,Complaint
OLX,P2716,Home Decor,Wall Art,33341,56,406,R2450,S1199,1,"Not as described, poor quality",5,-0.584,Yes,13,Yes,No,Missing Parts,192.168.128.245,DEV-9108,20-12-2025 01:29,40,6,No,Complaint
Instagram,P611,Lighting,LED Strip,108394,39,6,R2451,S1397,4,Very satisfied with the purchase,5,0.271,No,3,Yes,No,,10.0.0.2,DEV-1949,17-12-2025 23:32,26,16,Yes,Genuine
Facebook Marketplace,P2501,Storage,Drawer Unit,9739,55,316,R2452,S1291,3,Received wrong item,3,-0.835,No,14,No,No,Wrong Item,192.168.33.14,DEV-9007,09-12-2025 05:41,23,6,No,Complaint
YouTube Live,P1400,Kitchen,Spice Rack,18018,8,278,R2453,S508,1,Very disappointed with the product,5,0.303,Yes,13,Yes,No,Battery Issue,10.0.0.5,DEV-4624,24-12-2025 07:27,6,11,Yes,Complaint
Facebook Marketplace,P2330,Furniture,Sofa,110285,68,151,R2454,S143,4,Worth the price and good packaging,6,0.423,No,7,Yes,No,,192.168.12.151,DEV-3430,08-08-2025 18:39,16,4,No,Genuine
Quikr,P2011,Home Decor,Mirror,17431,43,195,R2455,S517,3,Very disappointed with the product,5,-0.924,Yes,13,Yes,No,Missing Parts,192.168.121.251,DEV-8424,18-08-2025 22:04,35,20,No,Complaint
Facebook Marketplace,P297,Lighting,Lamp,71522,20,20,R2456,S123,4,Very satisfied with the purchase,5,0.613,Yes,17,No,No,,192.168.23.53,DEV-2556,14-09-2025 05:31,4,24,No,Genuine
OLX,P1601,Lighting,Ceiling Light,83886,59,378,R2457,S678,5,Product matches description perfectly,4,-0.091,No,15,Yes,No,,192.168.115.204,DEV-8555,02-11-2025 17:01,38,25,No,Genuine
Meesho,P2004,Bedding,Bedsheet,109542,7,418,R2458,S1195,5,Highly recommend this seller,4,0.168,Yes,16,No,No,,192.168.205.161,DEV-3658,10-12-2025 04:57,3,18,No,Genuine
Instagram,P1184,Lighting,Chandelier,25675,38,449,R2459,S435,1,Battery drains quickly,3,0.636,Yes,1,Yes,No,Fake Product,192.168.16.1,DEV-1384,02-01-2026 06:03,26,25,No,Complaint
YouTube Live,P1432,Lighting,LED Strip,58846,49,103,R2460,S1452,5,Worth the price and good packaging,6,0.61,Yes,14,Yes,No,,192.168.174.41,DEV-2705,08-09-2025 18:24,10,21,No,Genuine
Telegram,P216,Home Decor,Clock,66747,25,45,R2461,S973,2,Item arrived damaged,3,0.37,Yes,18,Yes,No,Color Mismatch,192.168.27.132,DEV-1213,16-08-2025 09:45,33,23,No,Complaint
Quikr,P2846,Furniture,Sofa,22092,52,257,R2462,S43,3,Item arrived damaged,3,-0.88,No,15,No,No,Fake Product,10.0.0.1,DEV-3187,18-09-2025 04:34,7,23,Yes,Complaint
Quikr,P2116,Furniture,Sofa,74312,72,460,R2463,S195,4,Worth the price and good packaging,6,0.801,Yes,12,Yes,No,,10.0.0.2,DEV-7852,04-09-2025 01:46,13,21,Yes,Genuine
YouTube Live,P470,Furniture,Sofa,59544,5,479,R2464,S809,5,Worth the price and good packaging,6,0.052,No,9,No,No,,192.168.157.51,DEV-5764,08-09-2025 04:49,16,12,No,Genuine
Meesho,P1752,Bedding,Cushion,25391,64,149,R2465,S381,3,"Not as described, poor quality",5,-0.081,No,18,No,No,Wrong Item,192.168.113.191,DEV-2448,09-10-2025 00:19,25,2,No,Complaint
Telegram,P2971,Home Decor,Mirror,86360,66,378,R2466,S62,1,Very disappointed with the product,5,0.764,No,2,Yes,No,Fake Product,192.168.39.179,DEV-2599,11-10-2025 22:40,15,5,No,Complaint
Telegram,P238,Storage,Shoe Rack,64219,67,77,R2467,S690,5,Worth the price and good packaging,6,-0.849,Yes,12,No,No,,192.168.117.117,DEV-9275,13-11-2025 06:20,6,13,No,Genuine
